"id","clubName","clubID","clubCity","clubEmail","clubWebsite","clubPhone"
"2555","Erp","BBJH33B","ERP","secretaris@rkvverp.nl","http://www.rkvverp.nl","0413-213342"
"2556","Volendam ZVV","BBFY32X","VOLENDAM","secretaris@zvv-volendam.nl","http://www.zvv-volendam.nl","06-54786278"
"2557","Dilettant","BBFB35N","KRIMPEN AAN DE LEK","hb@dilettant.nl","http://www.dilettant.nl","0180-513545"
"2558","Alexandria'66","BBDX32E","ROTTERDAM","1esecretaris@a66.nl","http://www.a66.nl","06-24524578"
"2559","DSO","BBGV505","BENTHUIZEN","secretaris@svdso.nl","http://www.svdso.nl","079-3315591"
"2560","GEO","BBBD14W","GARMERWOLDE","info@vvgeo.nl","http://www.vvgeo.nl","050-5498722"
"2561","Oranje Zwart","BBBC589","WANNEPERVEEN","jenina29@hotmail.com","http://www.vv-oranjezwart.nl","0522-282853"
"2562","Zevenhoven","BBFB72W","ZEVENHOVEN","miekie1977@gmail.com","http://www.svzevenhoven.nl","06-46572222"
"2563","FC M.A.R.L.E.N.E","BBFY14T","HEERHUGOWAARD","secretaris@fcmarlene.nl","http://www.fcmarlene.nl","06-50638880"
"2564","Lekvogels","BBHZ14E","LEXMOND","secretaris@lekvogels.nl","http://www.lekvogels.nl","06-51994629"
"2565","Eemboys","BBBZ87U","BAARN","info@eemboys.nl","http://www.eemboys.nl","035-5422590"
"2566","UNO vv","MJBH94Z","HOOFDDORP","secretaris@vvuno.nl","http://www.vvuno.nl/","0621244915"
"2567","DEVO'58","BBCY32C","AMSTERDAM","secretaris@devo58.nl","http://www.devo58.nl","020-6137332"
"2568","ZVV Den Haag","BBGY49G","'S-GRAVENHAGE","bestuur@zvvdenhaag.nl","http://www.zvvdenhaag.nl","06-53341500"
"2569","VVG '25","BBKR59C","GAANDEREN","secretaris@vvg25.nl","http://www.vvg25.nl","0634176581"
"2570","FC Hilversum","BBBZ50O","HILVERSUM","royvanbeek@fchilversum.nl","http://www.fchilversum.nl","06-43251995"
"2571","VVS","BBBN704","OOSTWOLD GEM OLDAMBT","secretaris@vvsoostwold.nl","http://www.vvsoostwold.nl","06-15248960"
"2572","RJO Brabant United","QLGP14O","WAALWIJK","w.pennings@fcdenbosch.nl","http://www.fcdenbosch.nl","06-37323942"
"2573","FC Lisse","BBGX09T","LISSE","secretaris@fclisse.nl","http://www.fclisse.nl","0252413494"
"2574","Veere","BBHZ37N","VEERE","secretaris@vvveere.nl","http://www.voetbalverenigingveere.nl","06-28155225"
"2575","THB","BBCZ046","HAARLEM","info@thbvoetbal.nl","http://www.thbvoetbal.nl","023 5317776"
"2576","SHO","BBDZ06F","OUD-BEIJERLAND",,,
"2577","Giethoorn","BBBD23Y","GIETHOORN","bas_smit@hotmail.com","http://www.svgse.nl/","06-14645513"
"2578","VV De Dreef","BBCC90U","UTRECHT","vvdedreefvoetbal@gmail.com","http://www.vvdedreef.nl","06-51301522"
"2579","Buren","BBJK11I","BUREN GLD","bestuur@svburen.nl","http://www.svburen.nl","0344-571669"
"2580","Futisala","BBKY04N","KAMPEN","leonkroon@ziggo.nl","http://www.futisala.nl","06-43993134"
"2581","Pretoria R., fc","BBFC61X","ROTTERDAM","pretoriarotterdam@zonnet.nl","http://www.fcpretoria.nl","010-4559657"
"2582","DWS Oosterpoort","BBBG43L","GRONINGEN","secretaris@dwsoosterpoort.nl","http://www.dwsoosterpoort.nl","06-20018959"
"2583","FC Jeugd","BBKT38F","EDE GLD","info@fcjeugd.nl","http://www.fcjeugd.nl","06-24453991"
"2584","DOSL","BBJC17I","LEENDE","secretariaat@dosl.nl","http://www.dosl.nl/","040-2065216"
"2585","Artsen Naarden Bussum","BBCB24W","NAARDEN","wgalavazi@planet.nl",,"06-55802474"
"2586","SV Zwolle","BBKW722","ZWOLLE","secretaris@svzwolle.nl","http://www.svzwolle.nl","038-4211087"
"2587","Reutum","BBKV99A","REUTUM","secretaris@vvreutum.nl","http://www.vvreutum.nl","0541-670406"
"2588","JOS Watergraafsmeer","BBCY23A","AMSTERDAM","joswgm@gmail.com","http://www.joswgm.nl","06-38086846"
"2589","RODA '28","BBKV42M","WINSSEN","secretariaat@roda28.nl","http://www.roda28winssen.nl","0487-521667"
"2590","Unitas'30","BBJC934","ETTEN-LEUR","secretaris@unitas30.nl","http://www.unitas30.nl","076-5021073"
"2591","OSM '75","BBCC61C","MAARSSEN","bestuur@osm75.nl","http://www.osm75.nl","06-46711523"
"2592","SJO Juventud","QLCB65A","NUENEN","patriciamigchels@hotmail.com","http://www.juventud.nl","0630805916"
"2593","WHC","BBKT06Y","WEZEP","secretaris@whcwezep.nl","http://www.whcwezep.nl","06-10348557"
"2594","Terneuzen","BBHZ11B","TERNEUZEN","info@vvterneuzen.nl","http://www.vvterneuzen.nl","0115-612066"
"2595","Bareveld","BBBB18Q","NIEUWEDIEP","k.oosting@vvbareveld.nl","http://www.vvbareveld.nl","0598-624463"
"2596","SV Twello","GCPX60L","TWELLO","secretaris.voetbal@svtwello.nl","http://www.svtwello.nl","06-28484336"
"2597","VCA","BBJD39V","SINT AGATHA","info@vca-stagatha.nl","http://www.vca-stagatha.nl","0485-310982"
"2598","Redichem","BBKW57Z","HEELSUM","secretaris@redichem.nl","http://www.redichem.nl","06-52090599"
"2599","Die Haghe","BBGV42S","'S-GRAVENHAGE","info@svdiehaghe.nl","https://www.svdiehaghe.nl","06-28371333"
"2600","sv Loil","BBKR32X","DIDAM","secretaris.svloil@gmail.com","http://www.svloil.nl","0316-223077"
"2601","Bon Boys","BBKR536","HAAKSBERGEN","secretaris@bonboys.nl","http://www.bonboys.nl",
"2602","ONT/CHZ","BBBB25Q","DRACHTEN","geertdevries1@live.nl",,"0512-530141"
"2603","Sleat","BBBG40S","SLOTEN FR","gwknot@gmail.com","http://www.vvsleat.nl","06-24802314"
"2604","Alpha Tours","BBGB03F","VENHUIZEN","merel.vlaar@hotmail.com","http://www.zvvalphatours.nl","06-51269629"
"2605","Fortuna Sittard","BBJW59U","SITTARD","danny.vanderweerden@fortunasittard.nl","http://www.fortunasittard.nl","046-4113440"
"2606","Ruurlo","BBKS77L","RUURLO","secretaris@vvruurlo.nl","http://www.vvruurlo.nl","06-14354533"
"2607","s.v. Rijssen","SSTS02K","RIJSSEN","secretaris@svrijssen.nl","http://www.svrijssen.nl","06-53669871"
"2608","ZVV Le Soleil","BBJV57N","VOERENDAAL","lesoleilzvv@home.nl","http://www.lesoleil.nl","06-52437962"
"2609","SGO","BBBC60E","GROLLOO","seniorenvoetbal@sgogrolloo.nl","http://www.sgogrolloo.nl","0653603997"
"2610","Gemert","BBJF08R","GEMERT","info@vvgemert.nl","http://www.vvgemert.nl","0492-362056 / 06-51006359"
"2611","Wilhelmina'08","BBJX07E","WEERT","jostheunissen@hetnet.nl",,"06-12936633"
"2612","Den Dam","BBKV934","AZEWIJN","vv_den_dam@kpnmail.nl","http://vvdendam.nl","06-53969207"
"2613","Steenwijker Boys","BBBC659","STEENWIJK","secretaris@steenwijkerboys.nl","http://www.steenwijkerboys.nl","0521-516960"
"2614","Nieuw Balinge","BBBB34S","NIEUW-BALINGE","nettyzilver@gmail.com","http://www.svnieuwbalinge.nl","0528321241"
"2615","De Gastronoom Arnhem","SQLS813","ARNHEM",,,"06-46403586"
"2616","Well","BBJC99A","WELL GLD","secretaris@wsvwell.nl","http://www.wsvwell.nl","06-25245669"
"2617","ZVV Remunj","SMDS51U","ROERMOND","zvvremunj@gmail.com","http://www.zvvremunj.nl","06-50470207"
"2618","Blokzijl","BBBB20V","BLOKZIJL","secretaris@svblokzijl.nl","http://www.svblokzijl.nl","06-38894010"
"2619","asv Dronten","BBKW01A","DRONTEN","info@asvdronten.nl","http://www.asvdronten.nl","0626900575"
"2620","Meerburg","BBGX50F","ZOETERWOUDE","leden@vvmeerburg.nl","http://www.vvmeerburg.nl","071 541 04 92"
"2621","ZVC Veenendaal","SQLG486","VEENENDAAL","hvanwamel@ziggo.nl","http://www.zvc-veenendaal.nl","06-30408518"
"2622","WZC Wapenveld","BBKZ50J","WAPENVELD","l.liefers@hotmail.nl","http://www.wzcwapenveld.nl","038-3765984"
"2623","Gruno","BBBD48B","GRONINGEN","bestuur@vvgruno.nl","http://www.vvgruno.nl","06-49816727"
"2624","Kismet","BBCD85R","UTRECHT","bsheombar@hotmail.com","http://vvkismet.nl/main.php?id=184","030-2437977"
"2625","Rood Wit","BBKV17I","GROESBEEK","secretaris@roodwitgroesbeek.nl","http://www.roodwitgroesbeek.nl","06-15301977"
"2626","Saenden","BBFX12M","WORMERVEER","secretaris@saenden.nl","http://www.saenden.nl","075-6216037"
"2627","BZSV de Blauwwitters","BBKT134","BORNE","arjenvanderkamp@gmail.com","http://www.bzsv.eu","074-2663574"
"2628","Spui","BBHY81R","SPUI","secretaris@vvspui.nl","http://www.vvspui.nl","0615237660"
"2629","SV BLC","BBJK08I","'S-HERTOGENBOSCH","secretaris@svblc.nl","http://www.svblc.nl","073-6145245"
"2630","Zwaluw VFC","BBJG222","VUGHT","bestuur@zwaluwvfc.nl","http://www.zwaluwvfc.nl",
"2631","Tornado","BBFZ232","PURMEREND","sonny.zondervan@gmail.com",,"06-15090134"
"2632","Hengelo","BBKT35C","HENGELO OV","info@hvvhengelo.nl","http://www.hvvhengelo.nl","074-2917648"
"2633","Vosseveld","BBKV36N","WINTERSWIJK","secretaris@vvvosseveld.nl","http://www.vvvosseveld.nl","0543-521206"
"2634","ZAC","BBKY56A","ZWOLLE","info@zac.nl","http://www.zac.nl","06-23350804"
"2635","DWS afc","BBCY43G","AMSTERDAM","info@afcdws.com","http://www.dws.amsterdam","020-6881627"
"2636","Hercules Zaandam sc","NKQN93N","ZAANDAM","secretariaat@hercules-zaandam.nl","http://www.hercules-zaandam.nl","06-24550860"
"2637","zvv Lotus","BBHX66L","ROOSENDAAL","theovdkar@hetnet.nl","http://www.zvvlotus.nl","06-27495364"
"2638","Hardinxveld","BBHX39F","HARDINXVELD-GIESSENDAM","adatimmer@hotmail.com","http://www.vvhardinxveld.nl","0184-617094"
"2639","Loo","BBKW38U","LOO GLD","voetbal@svloo.nl","http://www.svloo.nl","0316-261164"
"2640","SJO FC Coevorden","SVZL48E","COEVORDEN","johekosters@hotmail.com",,"06-14534769"
"2641","SMVC Fair Play","FMDM67A","CULEMBORG","info@smvcfairplay.nl","http://@fairplayculemborg","0642026862"
"2642","Uffelte","BBBG64S","UFFELTE","secretariaat@vvuffelte.nl","http://www.vvuffelte.nl","0521-351628"
"2643","XerxesDZB","FTRF69G","ROTTERDAM","ruud@pauptit.eu","http://www.xerxesdzb.nl","010-4558609"
"2644","RKIVV","BBJX42P","GULPEN","m.webers@online.nl","http://www.rkivv.nl","043-4504303"
"2645","VHL","GBNY08B","KRIMPEN AAN DEN IJSSEL","burghj@live.nl",,"06-12729281"
"2646","DZOH","BBBC31U","EMMEN","voorzitter@dzoh.nl","http://www.dzoh.nl","06-11799391"
"2647","Plein83","BBDB223","AMSTERDAM","johanvanzanen@upcmail.nl","http://www.plein83.nl","06-50675301"
"2648","Etten","BBKW44T","ETTEN GLD","info@vvetten.nl","http://www.vvetten.nl","0315-323323"
"2649","EDON","BBKV27L","ZWOLLE","vvedon@hotmail.com","http://www.edon-zwolle.nl","06-46393433"
"2650","Xavanti","FVFP959","WAALRE","th.kuijpers@hotmail.com","http://www.xavanti.nl","040-2571958"
"2651","HMS","BBBZ30I","UTRECHT","hmsvoetbal@hotmail.com","http://www.svhms.nl","0611254546"
"2652","EVV Echt","BBJS07N","ECHT","info@evvecht.nl","http://www.evvecht.nl","0475-486065"
"2653","SCWM","BBKB66Y","SPAUBEEK","b.goverde@ziggo.nl","http://www.scwm.nl","06-34433611"
"2654","Wedde","BBBG14D","WEDDE","emjmiddel@gmail.com","http://www.vvwedde.nl","0597-561221"
"2655","Stanga","PWRJ43H","'S-GRAVENHAGE","s_rajbalsing@hotmail.com","http://www.fcstanga.nl","0624799238"
"2656","VSC","BBCB06O","UTRECHT",,,
"2657","Naaldwijk","BBGV929","NAALDWIJK","secretaris@vvnaaldwijk.nl","http://www.vvnaaldwijk.nl",
"2658","St. Jacob","BBBD333","ST.-JACOBIPAROCHIE","vvsintjacob@live.nl","http://www.vvstjacob.nl","0646796962"
"2659","Quick Boys","BBGX74F","KATWIJK ZH","secretariaat@quickboys.nl","http://www.quickboys.nl","071-4014132"
"2660","DZC '68","BBKW62X","DOETINCHEM","secretaris@dzc68.nl","https://www.dzc68.nl","0643737630"
"2661","SVO/DKS'17","SQHQ67X","SINT JANSTEEN","reggie@bunverzekeringen.nl","https://www.dks17.nl","06-31647545"
"2662","FC Dauwendaele","BBHV01I","MIDDELBURG","secretaris@fcdauwendaele.nl","https://www.fcdauwendaele.nl/","06-51549108"
"2663","SDS","BBBG32H","EASTEREIN","sekretaris@vv-sds.nl","http://www.vv-sds.nl","06-39805090"
"2664","LZV/Kuypers Hair & Wellness","BBKX16R","LICHTENVOORDE","st.stortelder@kpnmail.nl",,"0544-376072"
"2665","Eastermar","BBBB10S","EASTERMAR","frederikacouperus@upcmail.nl","http://www.vveastermar.nl",
"2666","SV Uruguay","SVFH17E","RINCON","wedstrijdorganisatie@knvb.nl",,"0343-499531"
"2667","RKTVC","BBHV454","TIEL","info@rktvc.nl","http://www.rktvc.nl","0344-624227"
"2668","ZHO/De Weyver","BBGC568","HOOGWOUD","mjn.smit@ziggo.nl",,"06-50252681"
"2669","Zwaagwesteinde","BBBF78U","DE WESTEREEN","gerrit_daleman@hotmail.com","http://www.vvzwaagwesteinde.nl","06-53990811"
"2670","Vorden","BBKW88B","VORDEN","secretariaat@vvvorden.nl","http://www.vvvorden.nl","06-23841481"
"2671","SNA","BBJV148","MONTFORT","informatie-sna@ziggo.nl","http://www.vvsna.nl","0475-542102"
"2672","Bruheze","BBJH179","HELMOND","bestuur@bruheze.eu","http://www.vvbruheze.nl","06-24421726"
"2673","Meeuwenplaat","BBDX49O","HOOGVLIET ROTTERDAM","info@vvmeeuwenplaat.nl","http://www.vvmeeuwenplaat.nl","010-4160918"
"2674","SVDB","BBBC81B","EKEHAAR","voetbal@svdb.nl","http://www.svdb.nl","0592 389 267"
"2675","FC Driebergen","BBCC13X","DRIEBERGEN-RIJSENBURG","info@fcdriebergen.nl","https://www.fcdriebergen.nl","06-21676096"
"2676","FC Twente","SSSF532","ENSCHEDE","administratie@fctwente-vrouwen.nl","https://www.fctwente.nl/teams/vrouwen","053 - 8525525"
"2677","Strandvogels","BBFW857","WERVERSHOOF","strandvogels@quicknet.nl","http://www.strandvogels.nl","0228-584399"
"2678","Waspik","BBJF537","WASPIK","secretaris@vvwaspik.nl","http://www.vvwaspik.nl","0416-312244"
"2679","DOSKO","BBJC36N","BERGEN OP ZOOM","secretaris@svdosko.nl","http://www.svdosko.nl","06-53857918"
"2680","Margriet","BBHW183","OSS","secretaris@rksvmargriet.nl","http://www.rksvmargriet.nl","0412-631957"
"2681","ZVB","BBJW24G","BRUNSSUM","kennybachaus@hotmail.com",,"045-5270579"
"2682","Alexandria","BBKT91Q","APELDOORN","info@asvalexandria.nl","http://www.asvalexandria.nl","055-5336992"
"2683","Rigtersbleek","BBKT19A","ENSCHEDE","secretaris@rigtersbleek.nl","http://www.rigtersbleek.nl","06-52247699"
"2684","Blankenham","BBBB07I","BLANKENHAM","info@vvblankenham.nl","http://www.vvblankenham.nl","0527-202851"
"2685","sva Papendorp","BBCC39B","UTRECHT","amenchar@svapapendorp.nl","https://www.svapapendorp.nl","0624329192"
"2686","Sporting S","BBFW787","SCHERMERHORN","secretaris.sps@gmail.com","http://www.svsportings.nl","06-23821107"
"2687","Al-Andalus","MMBS273","GROENEKAN","rafique17@hotmail.com","http://www.alandalusfutsal.nl","06-50974769"
"2688","Hertha","BBCC66H","VINKEVEEN","mklinkhamer@ziggo.nl","http://www.hertha.nl","0297-263527"
"2689","ONI","BBJG77M","'S GRAVENMOER","secretaris@vvoni.nl","http://www.vvoni.nl","06 50276619"
"2690","ZvWeert","MJGL61A","WEERT","secretaris@zvweert.nl","http://www.zvweert.nl","06-20325099"
"2691","FC Bergen","BBHV638","BERGEN OP ZOOM","info@fcbergen.nl","http://www.fcbergen.nl","0164-240509"
"2692","Wispolia","BBBF46J","TERWISPEL","m.minkes@ziggo.nl","http://www.vvwispolia.nl","0513-465280"
"2693","SJO 't Hogeland","SLQQ10T","BAFLO","janstavenga@hotmail.com","http://thogeland.nl","0655802079"
"2694","Elim","BBBF85U","ELIM","secretaris@sportclubelim.nl","http://www.sportclubelim.nl/","06-27004179"
"2695","SJO Almen - Harfsen","SSTR575","HARFSEN","jeugdcoordinator@svharfsen.nl",,"0573-431356"
"2696","dvv Delft","BBGV27R","DELFT","secretariaat@dvvdelft.nl","http://www.dvvdelft.nl","015-2560895"
"2697","RKESV","BBJT87M","ELL","info@rkesv.nl","http://www.rkesv.nl",
"2698","Bant","BBBB13L","BANT","bestuurscbant@gmail.com","http://www.scbant.nl","0622083071"
"2699","Berghem Sport","BBHV72A","BERGHEM","secretaris@berghemsport.nl","https://berghemsport.nl/","0642460007"
"2700","Vosmeer","BBJL26V","OUD-VOSSEMEER","aike.hommel@gmail.com","http://www.vvvosmeer.nl/","06-10395486"
"2701","Eikenderveld","BBJW54P","HEERLEN","theo-habets@home.nl","http://www.sveikenderveld.nl","045-5740670"
"2702","Elinkwijk","BBBZ65M","UTRECHT","secretariaat@elinkwijk.nl","http://www.elinkwijk.nl","030-2440448"
"2703","SDZZ","BBKY205","ZEVENAAR","secretaris@sdzz.nl","http://www.sdzz.nl","06-12104367"
"2704","SC Emmeloord","BBBB28T","EMMELOORD","hoofdbestuur@scemmeloord.nl","http://www.scemmeloord.nl","06-12905196"
"2705","FC RIA","BBJS15S","NIEUWSTADT","secretariaat@fcria.nl","http://www.fcria.nl","046-4854535"
"2706","S.V. Hoogersmilde","BBBC84E","HOOGERSMILDE","klaassnijder@hetnet.nl","http://www.svhoogersmilde.nl","0646058494"
"2707","WDS'19","BBJF64B","BREDA","secretaris@wds19.nl","http://www.wds19.nl",
"2708","Maasdijk","BBGW67A","MAASDIJK","secretaris@vvmaasdijk.nl","http://www.vvmaasdijk.nl","06-22930741"
"2709","sv Zuid West DH","BBGV712","'S-GRAVENHAGE","secretaris@vvhmc.nl","http://www.vvhmc.nl","0618785694"
"2710","PPSC","BBDX66R","SCHIEDAM","p.c2@kpnplanet.nl","http://www.ppsc.nl","010-4707224"
"2711","Nieuw Roden","BBBB45W","NIEUW-RODEN","j.g.h.bak@gmail.com","http://www.vvnieuwroden.nl","050-5016786"
"2712","Titan","BBBF94W","NIEUW-WEERDINGE","steyn2myrthe@zonnet.nl","http://www.vvtitan.nl","0591-521564"
"2713","NOAD'32","BBJF11R","WIJK EN AALBURG","secretaris@noad32.nl","http://www.noad32.nl","0416-691601"
"2714","HBV","BBJD674","BEERS NB","secretaris@hbvbeers.nl","http://www.hbvbeers.nl",
"2715","v.v. Hekelingen","BBDX139","SPIJKENISSE","secretaris@vvhekelingen.nl","http://www.vvhekelingen.nl","0181-640065"
"2716","Madereros C.F.","PWPW24T","NIJMEGEN","info@madereros.nl","http://www.madereros.nl","06-33004001"
"2717","Sittard","BBJT96O","SITTARD","info@vvsittard.nl","https://www.vvsittard.nl/",
"2718","BEVO","BBJS464","BERINGE","theoreindersberinge@home.nl","http://www.bevoberinge.nl","077-3072121"
"2719","Asperen","BBJK21L","ASPEREN","secretaris@vvasperen.nl","http://www.vvasperen.nl","06-24927588"
"2720","Oosthuizen","BBFW695","OOSTHUIZEN","secretaris@vvoosthuizen.nl","http://www.vvoosthuizen.nl","06-41995741"
"2721","Dongen","BBJC27L","DONGEN","info@vvdongen.nl","http://www.vvdongen.nl","06-51199606"
"2722","Hulshorst","BBBZ04X","HULSHORST","secretaris@vvhulshorst.nl","http://www.vvhulshorst.nl","06-40391981"
"2723","Grashoek","BBKB59Y","GRASHOEK","ifahner@hotmail.com","http://www.svgrashoek.nl","077-3061575"
"2724","De Kieviten","BBBZ44F","VOORTHUIZEN","jahaalten@hotmail.com","http://www.de-kieviten.nl/","06-47028652"
"2725","BSC Unisson","FXSL91U","ENSCHEDE","voetbal@bscunisson.nl","http://www.bscunisson.nl","053-4281566"
"2726","Geulsche Boys","BBJS34X","GEULLE","secretariaat@geulscheboys.nl","http://www.geulscheboys.nl","06-23779614"
"2727","Ommoord, sv","BBFC56Z","ROTTERDAM","info@svommoord.nl","http://www.svommoord.nl","010-4212048"
"2728","RSC","BBKT87T","ROSSUM OV","secretaris@rscrossum.nl","https://www.rscrossum.nl","06-30392513"
"2729","ASV 55","BBFW44S","VENHUIZEN","asv55@asv55.nl","https://www.asv55.nl",
"2730","EMMS","BBKT50N","SLAGHAREN","secretaris@vvemms.nl","http://www.vvemms.nl","06-51880895"
"2731","OVV'67","BBJK79A","OOSTEIND","info@ovv67.nl","http://www.ovv67.nl","0162-431532"
"2732","Gendringen","BBKS69K","ULFT","secretariaat@vvgendringen.nl","http://www.vvgendringen.nl","0315-631165"
"2733","Makkum","BBBG895","MAKKUM FR","secretaris@vvmakkum.nl","http://www.vvmakkum.nl","06-25357281"
"2734","Heukelum","BBHY33E","HEUKELUM","info@vvheukelum.nl","http://www.vvheukelum.nl",
"2735","CJVV","BBCB07P","AMERSFOORT","secretaris@cjvv.nl","http://www.cjvv.nl","06-26704582"
"2736","SHH","BBJS556","HERTEN","info@shh-herten.nl","http://www.shh-herten.nl",
"2737","Anjum","BBBD88N","ANJUM","wedstrijdzakenvvanjum@gmail.com","http://www.vvanjum.nl","0519-321628"
"2738","Zekveld Sport","BBDB429","AALSMEER","richard@ritom.nl",,"0297-340589"
"2739","WSJ","BBJG185","TILBURG","wsj@live.nl","http://rktsv-wsj.nl","0650686643"
"2740","VVLK","BBKS106","LEUTH","secretaris@vvlk.nl","http://www.vvlk.nl","0611281190"
"2741","Harfsen","BBKX03H","HARFSEN","secretaris@svharfsen.nl","http://www.svharfsen.nl","0573 432322"
"2742","Koewacht","BBHW77K","KOEWACHT","secretaris@rkvvkoewacht.nl","http://www.rkvvkoewacht.nl","0114-364118"
"2743","Forum Sport","FMJL15U","VOORBURG","bestuur@forumsport.nl","http://www.forumsport.nl","070-3864302"
"2744","Go Ahead Deventer","BBKY272","DEVENTER","info@go-ahead.nl","http://www.go-ahead.nl","0570-622755"
"2745","Roodenburg","BBGX18Z","LEIDEN","cordiategelaar@hetnet.nl","http://www.lvroodenburg.nl",
"2746","Musketiers","BBBZ62J","ELST UT","secretaris@vvmusketiers.nl","http://www.vvmusketiers.nl","0318-471650"
"2747","N.E.C. (voetbalacademie)","MLYH01E","NIJMEGEN","jvandenakker46@gmail.com",,"06-83214553"
"2748","BVV '31","BBBZ29E","BLARICUM","bestuur@bvv31.nl","http://www.bvv31.nl",
"2749","Futsal Harderwijk","RSRY399","HARDERWIJK","futsalsportingharderwijk@hotmail.com",,"06-38643999"
"2750","Buitenboys  sc.","BBDB56G","ALMERE","info@buitenboys.nl","http://www.buitenboys.nl","036-5322197"
"2751","LYRA","BBGZ17A","DE LIER","secretaris@vvlyra.nl","http://www.vvlyra.nl","06-14287010"
"2752","GSVV","BBBD539","GERKESKLOOSTER","m.migchelbrink1@chello.nl","http://www.gsvv.nl/wedstrijden/","0512-351918"
"2753","Veenendaal","BBCC75J","VEENENDAAL","e.hasselt@ziggo.nl","http://www.vvveenendaal.nl","0612865504"
"2754","Sportclub Susteren","BBJW954","SUSTEREN","info@scsusteren.nl","https://www.scsusteren.nl","046-4497131"
"2755","Markelo","BBKT55I","MARKELO","dinant.eertink@sportclubmarkelo.nl","http://www.sportclubmarkelo.nl","06-27175187"
"2756","Tiendeveen","BBBF82R","TIENDEVEEN","rudy.kleine@outlook.com","http://www.vvtiendeveen.nl","06-55174623"
"2757","SV Budel","BBHX59L","BUDEL","r.vantongeren2@chello.nl","http://www.svbudel.nl","0495 492510"
"2758","Clinge","BBHT672","CLINGE","dekids@zeelandnet.nl","http://www.vvclinge.nl","06-53625654"
"2759","DSK","BBCY37H","HAARLEM","jeugd-secretaris@hvvdsk.nl","http://www.hvvdsk.nl","06-53836798"
"2760","Con Zelo","BBFW12H","WAARLAND","robdeleeuw@conzelo.tv","http://www.conzelo.tv","0226-420102"
"2761","Sport Vereent","BBBC497","OLDEBERKOOP","henkiebeatle1977@gmail.com","http://www.vvsportvereentoldeberkoop.nl","06-17479735"
"2762","Zuidermeer","BBFX405","ZUIDERMEER","dennis_klaver8@hotmail.com","http://www.svzuidermeer.nl","0624931468"
